user_id,registration_date,age,gender,city,country,first_order_date,last_order_date,total_orders,avg_order_items,total_revenue,avg_order_value,order_frequency_per_year,days_since_first_order,days_since_last_order,days_since_registration,registration_year,registration_month,days_until_first_order,age_class
56,2022-02-24 17:21:00+00:00,61,F,Hinckley,United Kingdom,2023-03-28 17:21:00+00:00,2023-03-28 17:21:00+00:00,1,1.0,28.0,28.0,1.2243524115103533e-15,303.92300411743054,303.9230041335648,700.9230041521296,2022,2,397.0,61-70
87,2023-03-01 13:16:00+00:00,15,M,Frankfurt am Main,Germany,2023-05-22 13:16:00+00:00,2023-05-22 13:16:00+00:00,1,2.0,157.59000396728516,157.59000396728516,1.4938543009231986e-15,249.09314300631945,249.09314302245372,331.0931430410185,2023,3,82.0,0-18
156,2022-12-26 06:04:00+00:00,51,F,Berlin,Germany,2023-01-13 06:04:00+00:00,2023-05-31 06:04:00+00:00,3,1.0,450.0,150.0,2.9501765812381168e-15,378.39314300631946,240.3931430224537,396.3931430410185,2022,12,18.0,51-60
180,2022-05-15 16:35:00+00:00,18,F,Sèvremont,France,2023-04-06 16:35:00+00:00,2023-04-06 16:35:00+00:00,1,1.0,130.0,130.0,1.2615786404661422e-15,294.954948561875,294.95494857800924,620.954948596574,2022,5,326.0,19-30
184,2020-04-10 01:41:00+00:00,61,F,Sankt Ingbert,Germany,2023-05-04 01:41:00+00:00,2023-05-04 01:41:00+00:00,1,1.0,52.0,52.0,1.390667198550762e-15,267.5757818952083,267.5757819113426,1386.5757819299074,2020,4,1119.0,61-70
254,2020-08-29 11:38:00+00:00,41,F,Málaga,Spain,2023-01-21 11:38:00+00:00,2023-01-21 11:38:00+00:00,1,1.0,96.5,96.5,1.0052616655813936e-15,370.161198561875,370.16119857800925,1245.161198596574,2020,8,875.0,41-50
279,2020-07-30 06:51:00+00:00,47,M,Saint-Nazaire,France,2023-03-10 06:51:00+00:00,2023-03-10 06:51:00+00:00,1,1.0,109.32999801635742,109.32999801635742,1.1543252298289673e-15,322.36050411743054,322.3605041335648,1275.3605041521296,2020,7,953.0,41-50
293,2019-06-08 00:41:00+00:00,18,M,Mutxamel,Spain,2023-05-24 00:41:00+00:00,2023-05-24 00:41:00+00:00,1,1.0,45.0,45.0,1.502757035789733e-15,247.617448561875,247.61744857800926,1693.6174485965741,2019,6,1446.0,19-30
296,2021-09-13 14:34:00+00:00,60,F,Penarth,United Kingdom,2023-03-03 14:34:00+00:00,2023-03-03 14:34:00+00:00,1,2.0,258.4900016784668,258.4900016784668,1.1308960024800125e-15,329.0389763396528,329.03897635578704,865.0389763743518,2021,9,536.0,61-70
313,2021-11-11 16:17:00+00:00,45,M,Montreuil,France,2023-01-12 16:17:00+00:00,2023-01-12 16:17:00+00:00,1,1.0,269.4899978637696,269.4899978637696,9.819019137699255e-16,378.967448561875,378.9674485780093,805.9674485965741,2021,11,427.0,41-50
322,2021-06-27 03:30:00+00:00,20,M,Tabernes de la Valldigna,Spain,2023-06-16 03:30:00+00:00,2023-06-16 03:30:00+00:00,1,1.0,134.9499969482422,134.9499969482422,1.657499857747765e-15,224.50008745076389,224.50008746689815,943.5000874854629,2021,6,719.0,19-30
345,2022-09-28 03:58:00+00:00,18,M,Bergisch Gladbach,Germany,2023-04-03 03:58:00+00:00,2023-04-03 03:58:00+00:00,1,2.0,66.45000076293945,66.45000076293945,1.2466766998932355e-15,298.48064300631944,298.4806430224537,485.4806430410185,2022,9,187.0,19-30
362,2019-10-04 04:27:00+00:00,24,M,Valencia,Spain,2023-01-06 04:27:00+00:00,2023-01-06 04:27:00+00:00,1,1.0,10.0,10.0,9.653618438834676e-16,385.46050411743056,385.4605041335648,1575.4605041521297,2019,10,1190.0,19-30
371,2022-07-21 09:23:00+00:00,68,F,Motril,Spain,2023-03-23 09:23:00+00:00,2023-03-23 09:23:00+00:00,1,1.0,427.1100006103516,427.1100006103516,1.2032430353486829e-15,309.254948561875,309.25494857800925,554.2549485965741,2022,7,245.0,61-70
386,2021-07-29 10:57:00+00:00,36,F,Badalona,Spain,2023-02-26 10:57:00+00:00,2023-06-28 10:57:00+00:00,2,1.5,616.8199996948241,308.40999984741205,2.22693216178218e-15,334.18967078409725,212.18967080023148,911.1896708187962,2021,7,577.0,31-40
426,2020-11-21 01:35:00+00:00,31,M,Livry-Gargan,France,2023-04-22 01:35:00+00:00,2023-04-22 01:35:00+00:00,1,2.0,71.0,71.0,1.3309569048890376e-15,279.579948561875,279.57994857800924,1161.579948596574,2020,11,882.0,31-40
462,2023-03-19 01:48:00+00:00,22,M,Baincthun,France,2023-06-11 01:48:00+00:00,2023-06-11 01:48:00+00:00,1,1.0,179.0,179.0,1.6208884894579728e-15,229.5709207840972,229.57092080023148,313.57092081879625,2023,3,84.0,19-30
470,2022-04-15 04:48:00+00:00,49,F,Campo de Criptana,Spain,2023-06-03 04:48:00+00:00,2023-06-03 04:48:00+00:00,1,1.0,49.950000762939446,49.950000762939446,1.5671309988534113e-15,237.4459207840972,237.44592080023148,651.4459208187963,2022,4,414.0,41-50
528,2023-02-22 16:55:00+00:00,60,F,Antwerp,Belgium,2023-04-17 16:55:00+00:00,2023-05-01 16:55:00+00:00,2,1.0,324.5799980163574,162.2899990081787,2.6210289095565427e-15,283.9410596729861,269.9410596891204,337.94105970768516,2023,2,54.0,61-70
575,2019-08-17 10:51:00+00:00,22,F,Gerona,Spain,2023-02-18 10:51:00+00:00,2023-02-18 10:51:00+00:00,1,1.0,143.0600004196167,143.0600004196167,1.087421286642049e-15,342.1938374507639,342.1938374668982,1623.193837485463,2019,8,1281.0,19-30
591,2022-03-10 07:04:00+00:00,34,M,Tudela,Spain,2023-01-26 07:04:00+00:00,2023-01-26 07:04:00+00:00,1,2.0,54.4900016784668,54.4900016784668,1.018495577815228e-15,365.3514763396528,365.35147635578704,687.3514763743518,2022,3,322.0,31-40
613,2019-08-25 09:54:00+00:00,60,F,Toulon,France,2023-01-30 09:54:00+00:00,2023-01-30 09:54:00+00:00,1,2.0,244.8899974822998,244.8899974822998,1.0301064120610669e-15,361.23342078409723,361.2334208002315,1615.2334208187965,2019,8,1254.0,61-70
617,2019-06-13 05:47:00+00:00,16,F,Auch,France,2023-05-25 05:47:00+00:00,2023-05-25 05:47:00+00:00,1,3.0,256.0799970626831,256.0799970626831,1.5101517448517436e-15,246.40494856187502,246.40494857800925,1688.4049485965743,2019,6,1442.0,0-18
629,2019-05-05 16:02:00+00:00,67,M,Schwalmstadt,Germany,2023-02-27 16:02:00+00:00,2023-02-27 16:02:00+00:00,1,1.0,59.5,59.5,1.1175183153599124e-15,332.97786522854165,332.9778652446759,1726.9778652632408,2019,5,1394.0,61-70
659,2022-08-10 07:56:00+00:00,32,M,Freilassing,Germany,2023-03-16 07:56:00+00:00,2023-03-16 07:56:00+00:00,1,1.0,134.9199981689453,134.9199981689453,1.1763856704676931e-15,316.3153652285417,316.31536524467595,534.3153652632408,2022,8,218.0,31-40
690,2021-07-01 09:59:00+00:00,17,F,Saint-Ouen,France,2023-02-02 09:59:00+00:00,2023-05-21 09:59:00+00:00,2,1.5,579.9799947738647,289.9899973869324,2.0774860644369956e-15,358.229948561875,250.22994857800927,939.2299485965741,2021,7,581.0,0-18
691,2022-07-22 06:58:00+00:00,46,F,Strasbourg,France,2023-03-30 06:58:00+00:00,2023-03-30 06:58:00+00:00,1,1.0,208.64999771118164,208.64999771118164,1.2306992497474468e-15,302.35564300631944,302.3556430224537,553.3556430410185,2022,7,251.0,41-50
772,2021-05-22 02:54:00+00:00,39,F,Marbella,Spain,2023-01-15 02:54:00+00:00,2023-01-15 02:54:00+00:00,1,1.0,180.0,180.0,9.882711017183075e-16,376.5250874507639,376.5250874668981,979.5250874854629,2021,5,603.0,31-40
862,2020-05-18 16:56:00+00:00,64,M,Plymouth,United Kingdom,2023-05-31 16:56:00+00:00,2023-05-31 16:56:00+00:00,1,4.0,603.1900053024292,603.1900053024292,1.5508389455741099e-15,239.94036522854168,239.94036524467592,1347.9403652632407,2020,5,1108.0,61-70
874,2021-11-09 10:12:00+00:00,43,M,Bristol,United Kingdom,2023-01-05 10:12:00+00:00,2023-01-05 10:12:00+00:00,1,1.0,931.0,931.0,9.634611772028439e-16,386.22092078409725,386.2209208002315,808.2209208187962,2021,11,422.0,41-50
920,2021-07-14 03:13:00+00:00,56,F,Paris,France,2023-04-29 03:13:00+00:00,2023-04-29 03:13:00+00:00,1,4.0,238.44000148773196,238.44000148773196,1.365477516972318e-15,272.51189300631944,272.5118930224537,926.5118930410185,2021,7,654.0,51-60
