user_id,registration_date,age,gender,city,country,first_order_date,last_order_date,total_orders,avg_order_items,total_revenue,avg_order_value,order_frequency_per_year,days_since_first_order,days_since_last_order,days_since_registration,registration_year,registration_month,days_until_first_order,age_class
56,2022-02-24 17:21:00+00:00,61,F,Hinckley,United Kingdom,2023-03-28 17:21:00+00:00,2023-03-28 17:21:00+00:00,1,1.0,28.0,28.0,1.2243524048175959e-15,303.92300577516204,303.9230058034375,700.9230058255092,2022,2,397.0,61-70
156,2022-12-26 06:04:00+00:00,51,F,Berlin,Germany,2023-01-13 06:04:00+00:00,2023-01-13 06:04:00+00:00,1,1.0,150.0,150.0,9.83392189428406e-16,378.3931446640509,378.39314469232636,396.39314471439815,2022,12,18.0,51-60
254,2020-08-29 11:38:00+00:00,41,F,Málaga,Spain,2023-01-21 11:38:00+00:00,2023-01-21 11:38:00+00:00,1,1.0,96.5,96.5,1.0052616610695871e-15,370.1612002196065,370.16120024788194,1245.1612002699537,2020,8,875.0,41-50
279,2020-07-30 06:51:00+00:00,47,M,Saint-Nazaire,France,2023-03-10 06:51:00+00:00,2023-03-10 06:51:00+00:00,1,1.0,109.32999801635742,109.32999801635742,1.1543252238799041e-15,322.36050577516204,322.3605058034375,1275.3605058255093,2020,7,953.0,41-50
296,2021-09-13 14:34:00+00:00,60,F,Penarth,United Kingdom,2023-03-03 14:34:00+00:00,2023-03-03 14:34:00+00:00,1,2.0,258.4900016784668,258.4900016784668,1.1308959967699937e-15,329.0389779973842,329.03897802565973,865.0389780477316,2021,9,536.0,61-70
313,2021-11-11 16:17:00+00:00,45,M,Montreuil,France,2023-01-12 16:17:00+00:00,2023-01-12 16:17:00+00:00,1,1.0,269.4899978637696,269.4899978637696,9.81901909465369e-16,378.96745021960646,378.9674502478819,805.9674502699538,2021,11,427.0,41-50
362,2019-10-04 04:27:00+00:00,24,M,Valencia,Spain,2023-01-06 04:27:00+00:00,2023-01-06 04:27:00+00:00,1,1.0,10.0,10.0,9.653618397227093e-16,385.460505775162,385.4605058034375,1575.4605058255092,2019,10,1190.0,19-30
371,2022-07-21 09:23:00+00:00,68,F,Motril,Spain,2023-03-23 09:23:00+00:00,2023-03-23 09:23:00+00:00,1,1.0,427.1100006103516,427.1100006103516,1.203243028884719e-15,309.2549502196065,309.25495024788194,554.2549502699537,2022,7,245.0,61-70
386,2021-07-29 10:57:00+00:00,36,F,Badalona,Spain,2023-02-26 10:57:00+00:00,2023-02-26 10:57:00+00:00,1,2.0,308.40999984741205,308.40999984741205,1.1134660753557258e-15,334.1896724418287,334.18967247010414,911.189672492176,2021,7,577.0,31-40
575,2019-08-17 10:51:00+00:00,22,F,Gerona,Spain,2023-02-18 10:51:00+00:00,2023-02-18 10:51:00+00:00,1,1.0,143.0600004196167,143.0600004196167,1.0874212813626087e-15,342.19383910849535,342.1938391367708,1623.1938391588424,2019,8,1281.0,19-30
591,2022-03-10 07:04:00+00:00,34,M,Tudela,Spain,2023-01-26 07:04:00+00:00,2023-01-26 07:04:00+00:00,1,2.0,54.4900016784668,54.4900016784668,1.018495573183847e-15,365.3514779973842,365.35147802565973,687.3514780477315,2022,3,322.0,31-40
613,2019-08-25 09:54:00+00:00,60,F,Toulon,France,2023-01-30 09:54:00+00:00,2023-01-30 09:54:00+00:00,1,2.0,244.8899974822998,244.8899974822998,1.0301064073234886e-15,361.2334224418287,361.23342247010413,1615.2334224921758,2019,8,1254.0,61-70
629,2019-05-05 16:02:00+00:00,67,M,Schwalmstadt,Germany,2023-02-27 16:02:00+00:00,2023-02-27 16:02:00+00:00,1,1.0,59.5,59.5,1.1175183097841854e-15,332.97786688627315,332.9778669145486,1726.9778669366203,2019,5,1394.0,61-70
