user_id,registration_date,age,gender,city,country,first_order_date,last_order_date,total_orders,avg_order_items,total_revenue,avg_order_value,order_frequency_per_year,days_since_first_order,days_since_last_order,days_since_registration,registration_year,registration_month,days_until_first_order,age_class
49,2023-04-11 02:46:00+00:00,62,M,Bailleul,France,2023-08-20 02:46:00+00:00,2023-08-20 02:46:00+00:00,1,1.0,65.0,65.0,2.332522762992086e-15,159.53064592765048,159.5306459425,290.53064596873844,2023,4,131.0,61-70
50,2023-05-01 13:46:00+00:00,15,F,Linares,Spain,2023-07-10 13:46:00+00:00,2023-09-27 13:46:00+00:00,2,1.5,512.7400054931641,256.37000274658203,3.719743708535088e-15,200.0723125943171,121.07231260916667,270.07231263540507,2023,5,70.0,0-18
75,2023-06-22 00:23:00+00:00,64,M,Eschborn,Germany,2023-09-08 00:23:00+00:00,2023-09-08 00:23:00+00:00,1,1.0,35.0,35.0,2.6460143028014516e-15,140.629951483206,140.62995149805556,218.62995152429397,2023,6,78.0,61-70
122,2020-06-30 18:12:00+00:00,23,F,Meschede,Germany,2023-07-17 18:12:00+00:00,2023-07-17 18:12:00+00:00,1,1.0,189.0,189.0,1.9291487974723264e-15,192.8875903720949,192.88759038694445,1304.8875904131828,2020,6,1112.0,19-30
158,2023-03-01 14:06:00+00:00,20,M,Nürtingen,Germany,2023-07-06 14:06:00+00:00,2023-07-06 14:06:00+00:00,1,1.0,49.5,49.5,1.82354080882681e-15,204.05842370542823,204.05842372027777,331.0584237465162,2023,3,127.0,19-30
199,2021-10-05 18:58:00+00:00,54,F,Markfield,United Kingdom,2023-08-03 18:58:00+00:00,2023-08-03 18:58:00+00:00,1,1.0,19.989999771118164,19.989999771118164,2.1159904252956803e-15,175.85564592765047,175.8556459425,842.8556459687385,2021,10,667.0,51-60
201,2022-03-27 11:22:00+00:00,14,M,Ligugé,France,2023-09-18 11:22:00+00:00,2023-09-18 11:22:00+00:00,1,1.0,39.5,39.5,2.858586865475948e-15,130.17231259431713,130.17231260916665,670.1723126354051,2022,3,540.0,0-18
239,2021-08-28 07:03:00+00:00,23,F,Saint-Pierre-lès-Nemours,France,2023-08-08 07:03:00+00:00,2023-08-08 07:03:00+00:00,1,1.0,38.0,38.0,2.1716028164183702e-15,171.35217370542824,171.3521737202778,881.3521737465162,2021,8,710.0,19-30
276,2023-02-09 16:41:00+00:00,15,F,Newry,United Kingdom,2023-09-28 16:41:00+00:00,2023-09-28 16:41:00+00:00,1,1.0,117.0,117.0,3.1021794780613506e-15,119.95078481653935,119.95078483138889,350.9507848576273,2023,2,231.0,0-18
352,2023-01-12 03:22:00+00:00,33,M,Marseille,France,2023-08-07 03:22:00+00:00,2023-08-07 03:22:00+00:00,1,1.0,178.0,178.0,2.157082227754533e-15,172.50564592765048,172.5056459425,379.5056459687384,2023,1,207.0,31-40
360,2023-08-13 11:11:00+00:00,69,M,Burton Latimer,United Kingdom,2023-08-23 11:11:00+00:00,2023-08-23 11:11:00+00:00,1,1.0,189.48000144958496,189.48000144958496,2.3825648521987657e-15,156.17995148320603,156.17995149805554,166.17995152429398,2023,8,10.0,61-70
410,2019-09-06 07:44:00+00:00,45,F,London,United Kingdom,2023-08-21 07:44:00+00:00,2023-08-21 07:44:00+00:00,1,1.0,74.93000030517578,74.93000030517578,2.3503042155749072e-15,158.32370148320604,158.32370149805556,1603.323701524294,2019,9,1445.0,41-50
440,2019-06-27 14:45:00+00:00,41,F,Espinardo,Spain,2023-09-21 14:45:00+00:00,2023-09-21 14:45:00+00:00,1,2.0,131.57000160217285,131.57000160217285,2.9292681785619013e-15,127.03134037209492,127.03134038694445,1674.031340413183,2019,6,1547.0,41-50
448,2023-06-24 11:58:00+00:00,56,F,Markkleeberg,Germany,2023-07-29 11:58:00+00:00,2023-09-12 11:58:00+00:00,3,1.3333333333333333,1010.2199993133545,336.73999977111816,6.1625346413386405e-15,181.14731259431713,136.14731260916668,216.1473126354051,2023,6,35.0,51-60
453,2023-04-28 04:13:00+00:00,55,F,Bruges,Belgium,2023-08-16 04:13:00+00:00,2023-08-16 04:13:00+00:00,1,1.0,85.0,85.0,2.2763096663060422e-15,163.4702292609838,163.47022927583333,273.47022930207174,2023,4,110.0,51-60
492,2022-10-23 08:17:00+00:00,29,F,London,United Kingdom,2023-07-14 08:17:00+00:00,2023-07-14 08:17:00+00:00,1,2.0,44.429999351501465,44.429999351501465,1.895605579778064e-15,196.30078481653933,196.30078483138888,460.3007848576274,2022,10,264.0,19-30
512,2022-10-12 02:55:00+00:00,64,F,La Roche-sur-Foron,France,2023-07-25 02:55:00+00:00,2023-07-25 02:55:00+00:00,1,1.0,11.489999771118164,11.489999771118164,2.0057139178622162e-15,185.52439592765046,185.5243959425,471.5243959687385,2022,10,286.0,61-70
525,2022-05-28 17:54:00+00:00,32,F,Dartford,United Kingdom,2023-09-12 17:54:00+00:00,2023-09-12 17:54:00+00:00,1,1.0,19.0,19.0,2.7381060749091084e-15,135.90009037209492,135.90009038694444,607.9000904131829,2022,5,472.0,31-40
528,2023-02-22 16:55:00+00:00,60,F,Antwerp,Belgium,2023-07-15 16:55:00+00:00,2023-09-01 16:55:00+00:00,2,1.0,324.5799980163574,162.2899990081787,3.817655019021484e-15,194.94106259431712,146.94106260916666,337.9410626354051,2023,2,143.0,61-70
558,2021-10-23 11:04:00+00:00,61,F,Heiteren,France,2023-08-01 11:04:00+00:00,2023-08-01 11:04:00+00:00,1,1.0,35.94000053405762,35.94000053405762,2.088330972762462e-15,178.18481259431715,178.18481260916667,825.1848126354051,2021,10,647.0,61-70
562,2019-10-21 17:42:00+00:00,29,M,Agadir,Spain,2023-07-11 17:42:00+00:00,2023-07-11 17:42:00+00:00,1,4.0,127.89000129699708,127.89000129699708,1.8707546723293116e-15,198.90842370542822,198.90842372027777,1557.9084237465163,2019,10,1359.0,19-30
622,2023-02-05 11:52:00+00:00,45,F,Jerez de la Frontera,Spain,2023-07-02 11:52:00+00:00,2023-07-02 11:52:00+00:00,1,4.0,290.98999977111816,290.98999977111816,1.7876830101433255e-15,208.1514792609838,208.15147927583334,355.1514793020718,2023,2,147.0,41-50
691,2022-07-22 06:58:00+00:00,46,F,Strasbourg,France,2023-09-15 06:58:00+00:00,2023-09-15 06:58:00+00:00,1,2.0,208.64999771118164,208.64999771118164,2.7903495231943204e-15,133.35564592765047,133.3556459425,553.3556459687385,2022,7,420.0,41-50
695,2020-01-30 09:34:00+00:00,49,M,Saint-Laurent-du-Var,France,2023-08-25 09:34:00+00:00,2023-08-25 09:34:00+00:00,1,3.0,159.89999771118164,159.89999771118164,2.412417155047752e-15,154.24731259431715,154.24731260916667,1457.247312635405,2020,1,1303.0,41-50
715,2022-11-06 03:46:00+00:00,36,F,Gruchet-le-Valasse,France,2023-09-27 03:46:00+00:00,2023-09-27 03:46:00+00:00,1,1.0,179.2599983215332,179.2599983215332,3.0629022097151026e-15,121.4889792609838,121.48897927583333,446.4889793020718,2022,11,325.0,31-40
826,2021-02-21 02:02:00+00:00,44,F,Madrid,Spain,2023-07-29 02:02:00+00:00,2023-08-11 02:02:00+00:00,2,1.0,252.6200008392334,126.3100004196167,4.0989909735785995e-15,181.56120148320602,168.56120149805557,1069.5612015242941,2021,2,888.0,41-50
827,2020-10-04 12:07:00+00:00,36,F,Güstrow,Germany,2023-09-23 12:07:00+00:00,2023-09-23 12:07:00+00:00,1,1.0,231.59000682830808,231.59000682830808,2.973515290014444e-15,125.14106259431713,125.14106260916667,1209.1410626354052,2020,10,1084.0,31-40
859,2021-03-17 12:02:00+00:00,23,M,Bains-sur-Oust,France,2023-07-06 12:02:00+00:00,2023-07-06 12:02:00+00:00,1,2.0,111.0,111.0,1.82277161299524e-15,204.14453481653933,204.14453483138888,1045.1445348576274,2021,3,841.0,19-30
896,2022-03-12 08:15:00+00:00,65,F,Sant Pere de Ribes,Spain,2023-08-12 08:15:00+00:00,2023-08-12 08:15:00+00:00,1,1.0,27.89999961853028,27.89999961853028,2.224172315144347e-15,167.30217370542826,167.30217372027778,685.3021737465162,2022,3,518.0,61-70
972,2022-04-21 11:46:00+00:00,51,F,Hayes,United Kingdom,2023-09-03 11:46:00+00:00,2023-09-03 11:46:00+00:00,1,1.0,28.989999771118164,28.989999771118164,2.5635162907186556e-15,145.15564592765048,145.1556459425,645.1556459687384,2022,4,500.0,51-60
999,2023-07-25 04:58:00+00:00,50,F,Leipzig,Germany,2023-07-29 04:58:00+00:00,2023-07-29 04:58:00+00:00,1,1.0,162.98999977111816,162.98999977111816,2.050876082590023e-15,181.4389792609838,181.43897927583333,185.43897930207174,2023,7,4.0,51-60
1043,2020-02-06 16:23:00+00:00,30,M,Monforte de Lemos,Spain,2023-07-13 16:23:00+00:00,2023-07-13 16:23:00+00:00,1,1.0,182.0,182.0,1.8892295757533044e-15,196.96328481653933,196.96328483138888,1449.9632848576273,2020,2,1253.0,31-40
1053,2021-03-07 10:29:00+00:00,59,M,Newmarket,United Kingdom,2023-07-03 10:29:00+00:00,2023-07-03 10:29:00+00:00,1,2.0,240.73999977111816,240.73999977111816,1.795813168521221e-15,207.20911814987267,207.2091181647222,1055.2091181909607,2021,3,848.0,51-60
1085,2023-04-14 08:35:00+00:00,37,M,Reutlingen,Germany,2023-08-18 08:35:00+00:00,2023-08-18 08:35:00+00:00,1,1.0,62.77000045776367,62.77000045776367,2.307104098998083e-15,161.28828481653935,161.2882848313889,287.28828485762733,2023,4,126.0,31-40
1264,2021-09-01 05:01:00+00:00,63,F,Madrid,Spain,2023-09-29 05:01:00+00:00,2023-09-29 05:01:00+00:00,1,1.0,59.9900016784668,59.9900016784668,3.1155269077059212e-15,119.43689592765047,119.4368959425,877.4368959687384,2021,9,758.0,61-70
1293,2022-09-06 14:10:00+00:00,16,M,Pelton,United Kingdom,2023-07-28 14:10:00+00:00,2023-07-28 14:10:00+00:00,1,2.0,477.2299957275391,477.2299957275391,2.043929267448528e-15,182.05564592765046,182.0556459425,507.0556459687385,2022,9,325.0,0-18
1313,2020-03-14 13:21:00+00:00,57,F,Leipzig,Germany,2023-09-25 13:21:00+00:00,2023-09-25 13:21:00+00:00,1,1.0,203.68000411987305,203.68000411987305,3.0230713254166134e-15,123.08967370542825,123.08967372027777,1413.0896737465162,2020,3,1290.0,51-60
1334,2021-10-18 01:38:00+00:00,60,F,La Coruña,Spain,2023-08-13 01:38:00+00:00,2023-08-13 01:38:00+00:00,1,3.0,61.48000144958496,61.48000144958496,2.2338433499729364e-15,166.5778681498727,166.57786816472222,830.5778681909607,2021,10,664.0,61-70
1373,2021-06-13 03:27:00+00:00,39,F,Vitoria-Gasteiz,Spain,2023-09-26 03:27:00+00:00,2023-09-26 03:27:00+00:00,1,1.0,198.48999977111816,198.48999977111816,3.0375694714513075e-15,122.50217370542825,122.50217372027778,957.5021737465163,2021,6,835.0,31-40
1381,2021-08-08 06:24:00+00:00,21,M,München,Germany,2023-07-30 06:24:00+00:00,2023-07-30 06:24:00+00:00,1,1.0,22.0,22.0,2.0629249123481982e-15,180.37925703876158,180.3792570536111,901.3792570798496,2021,8,721.0,19-30
1512,2020-02-09 16:53:00+00:00,34,F,Nice,France,2023-09-25 16:53:00+00:00,2023-09-25 16:53:00+00:00,1,2.0,152.9999942779541,152.9999942779541,3.026691419803551e-15,122.94245148320603,122.94245149805556,1446.942451524294,2020,2,1324.0,31-40
1568,2020-03-24 18:22:00+00:00,37,M,Bietigheim-Bissingen,Germany,2023-09-16 18:22:00+00:00,2023-09-16 18:22:00+00:00,1,1.0,40.0,40.0,2.8215577836508483e-15,131.88064592765048,131.8806459425,1402.8806459687385,2020,3,1271.0,31-40
1724,2021-12-21 16:34:00+00:00,60,M,Hamilton,United Kingdom,2023-09-11 16:34:00+00:00,2023-09-11 16:34:00+00:00,1,3.0,202.0,202.0,2.7170027238213744e-15,136.95564592765047,136.9556459425,765.9556459687385,2021,12,629.0,61-70
1727,2023-06-15 09:24:00+00:00,28,M,Nottingham,United Kingdom,2023-07-27 09:24:00+00:00,2023-07-27 09:24:00+00:00,1,2.0,43.0,43.0,2.030560539375725e-15,183.25425703876158,183.2542570536111,225.25425707984954,2023,6,42.0,19-30
1739,2021-10-29 07:52:00+00:00,53,M,Parla,Spain,2023-07-17 07:52:00+00:00,2023-07-17 07:52:00+00:00,1,1.0,111.98999786376952,111.98999786376952,1.9248522234060984e-15,193.31814592765048,193.3181459425,819.3181459687385,2021,10,626.0,51-60
1814,2019-06-23 05:40:00+00:00,51,M,Las Palmas de Gran Canaria,Spain,2023-08-08 05:40:00+00:00,2023-08-08 05:40:00+00:00,1,2.0,63.75,63.75,2.170872585333199e-15,171.40981259431715,171.40981260916666,1678.4098126354052,2019,6,1507.0,51-60
1878,2023-06-20 02:59:00+00:00,16,F,Herne Bay,United Kingdom,2023-09-24 02:59:00+00:00,2023-09-24 02:59:00+00:00,1,1.0,907.5,907.5,2.9883073201414944e-15,124.5216181498727,124.52161816472223,220.52161819096065,2023,6,96.0,0-18
1902,2022-08-30 13:06:00+00:00,30,M,Crépy-en-Valois,France,2023-09-03 13:06:00+00:00,2023-09-03 13:06:00+00:00,1,1.0,259.99000549316406,259.99000549316406,2.564497803351483e-15,145.1000903720949,145.10009038694443,514.1000904131829,2022,8,369.0,31-40
1903,2023-09-21 17:00:00+00:00,13,M,Brussels,Belgium,2023-09-23 17:00:00+00:00,2023-09-23 17:00:00+00:00,1,1.0,26.989999771118164,26.989999771118164,2.9783579299449735e-15,124.93759037209492,124.93759038694445,126.93759041318286,2023,9,2.0,0-18
1943,2021-10-18 13:47:00+00:00,50,M,Gex,France,2023-09-13 13:47:00+00:00,2023-09-13 13:47:00+00:00,1,1.0,40.0,40.0,2.7549004604057847e-15,135.0716181498727,135.07161816472222,830.0716181909606,2021,10,695.0,51-60
2053,2021-01-09 07:17:00+00:00,41,F,München,Germany,2023-09-18 07:17:00+00:00,2023-09-18 07:17:00+00:00,1,1.0,50.9900016784668,50.9900016784668,2.854855488724793e-15,130.34245148320602,130.34245149805557,1112.3424515242941,2021,1,982.0,41-50
2176,2021-01-21 00:12:00+00:00,68,F,Dortmund,Germany,2023-07-20 00:12:00+00:00,2023-07-20 00:12:00+00:00,1,3.0,119.0,119.0,1.9519175745338653e-15,190.6375903720949,190.63759038694445,1100.6375904131828,2021,1,910.0,61-70
2217,2022-12-04 01:54:00+00:00,17,M,Niedergörsdorf,Germany,2023-07-01 01:54:00+00:00,2023-07-01 01:54:00+00:00,1,2.0,82.0,82.0,1.7756101600694912e-15,209.56675703876155,209.5667570536111,418.5667570798496,2022,12,209.0,0-18
2277,2021-09-06 08:26:00+00:00,19,M,Berlin,Germany,2023-07-16 08:26:00+00:00,2023-07-16 08:26:00+00:00,1,2.0,400.0,400.0,1.9151792579485824e-15,194.29453481653934,194.2945348313889,872.2945348576274,2021,9,678.0,19-30
2301,2023-06-10 08:44:00+00:00,59,F,Tiverton,United Kingdom,2023-09-12 08:44:00+00:00,2023-09-12 08:44:00+00:00,1,2.0,192.0,192.0,2.730432250511344e-15,136.28203481653935,136.2820348313889,230.2820348576273,2023,6,94.0,51-60
2354,2021-10-09 06:59:00+00:00,51,F,Sevilla,Spain,2023-07-05 06:59:00+00:00,2023-07-05 06:59:00+00:00,1,1.0,200.0,200.0,1.8120277126209935e-15,205.354951483206,205.35495149805556,839.354951524294,2021,10,634.0,51-60
2370,2020-07-11 00:37:00+00:00,15,M,Leeds,United Kingdom,2023-08-04 00:37:00+00:00,2023-08-04 00:37:00+00:00,1,1.0,86.59000015258789,86.59000015258789,2.118826883343651e-15,175.6202292609838,175.62022927583334,1294.6202293020717,2020,7,1119.0,0-18
