user_id,registration_date,age,gender,city,country,first_order_date,last_order_date,total_orders,avg_order_items,total_revenue,avg_order_value,order_frequency_per_year,days_since_first_order,days_since_last_order,days_since_registration,registration_year,registration_month,days_until_first_order,age_class
29,2023-09-22 07:18:00+00:00,23,M,Pudsey,United Kingdom,2023-11-29 07:18:00+00:00,2023-11-29 07:18:00+00:00,1,2.0,65.68000030517578,65.68000030517578,6.378088267393539e-15,58.34175500827546,58.34175502462963,126.34175504046296,2023,9,68.0,19-30
49,2023-04-11 02:46:00+00:00,62,M,Bailleul,France,2023-08-20 02:46:00+00:00,2023-08-20 02:46:00+00:00,1,1.0,65.0,65.0,2.3325227927305736e-15,159.53064389716434,159.53064391351853,290.53064392935187,2023,4,131.0,61-70
50,2023-05-01 13:46:00+00:00,15,F,Linares,Spain,2023-07-10 13:46:00+00:00,2023-09-27 13:46:00+00:00,2,1.5,512.7400054931641,256.37000274658203,3.719743746350004e-15,200.07231056383102,121.07231058018519,270.07231059601855,2023,5,70.0,0-18
75,2023-06-22 00:23:00+00:00,64,M,Eschborn,Germany,2023-09-08 00:23:00+00:00,2023-09-08 00:23:00+00:00,1,1.0,35.0,35.0,2.6460143410708355e-15,140.6299494527199,140.6299494690741,218.62994948490743,2023,6,78.0,61-70
77,2023-09-21 09:15:00+00:00,67,F,Meaux,France,2023-10-18 09:15:00+00:00,2023-10-18 09:15:00+00:00,1,2.0,223.0,223.0,3.711420195105803e-15,100.26050500827546,100.26050502462964,127.26050504046296,2023,9,27.0,61-70
80,2020-06-26 17:49:00+00:00,66,F,Haan,Germany,2023-11-21 17:49:00+00:00,2023-11-21 17:49:00+00:00,1,1.0,24.63999938964844,24.63999938964844,5.646263417604705e-15,65.90356056383102,65.90356058018519,1308.9035605960187,2020,6,1243.0,61-70
99,2021-09-20 10:08:00+00:00,44,M,Nîmes,France,2023-11-19 10:08:00+00:00,2023-11-19 10:08:00+00:00,1,3.0,89.98999977111816,89.98999977111816,5.454246340820919e-15,68.2236994527199,68.22369946907406,858.2236994849075,2021,9,790.0,41-50
122,2020-06-30 18:12:00+00:00,23,F,Meschede,Germany,2023-07-17 18:12:00+00:00,2023-07-17 18:12:00+00:00,1,1.0,189.0,189.0,1.929148817814556e-15,192.8875883416088,192.88758835796298,1304.8875883737965,2020,6,1112.0,19-30
132,2023-08-28 03:57:00+00:00,69,M,Angers,France,2023-10-01 03:57:00+00:00,2023-10-01 03:57:00+00:00,1,3.0,515.9199905395508,515.9199905395508,3.167386993543921e-15,117.48133834160879,117.48133835796297,151.4813383737963,2023,8,34.0,61-70
134,2023-06-16 06:29:00+00:00,34,F,Mannheim,Germany,2023-10-12 06:29:00+00:00,2023-10-12 06:29:00+00:00,1,2.0,59.0600004196167,59.0600004196167,3.498059927821741e-15,106.37578278605324,106.37578280240741,224.37578281824076,2023,6,118.0,31-40
158,2023-03-01 14:06:00+00:00,20,M,Nürtingen,Germany,2023-07-06 14:06:00+00:00,2023-07-06 14:06:00+00:00,1,1.0,49.5,49.5,1.8235408270028e-15,204.05842167494214,204.0584216912963,331.05842170712964,2023,3,127.0,19-30
167,2023-11-15 02:46:00+00:00,24,M,Alcoy,Spain,2023-12-17 02:46:00+00:00,2023-12-17 02:46:00+00:00,1,1.0,228.38999938964844,228.38999938964844,9.180926513843176e-15,40.53064389716435,40.53064391351852,72.53064392935185,2023,11,32.0,19-30
168,2019-01-11 15:56:00+00:00,54,F,Selby,United Kingdom,2023-11-04 15:56:00+00:00,2023-11-04 15:56:00+00:00,1,1.0,98.0,98.0,4.4842100221317936e-15,82.98203278605324,82.9820328024074,1840.9820328182407,2019,1,1758.0,51-60
173,2023-08-31 08:30:00+00:00,66,M,Granada,Spain,2023-11-25 08:30:00+00:00,2023-11-25 08:30:00+00:00,1,1.0,153.9499969482422,153.9499969482422,5.973645517920739e-15,62.29175500827546,62.29175502462962,148.29175504046296,2023,8,86.0,61-70
199,2021-10-05 18:58:00+00:00,54,F,Markfield,United Kingdom,2023-08-03 18:58:00+00:00,2023-08-03 18:58:00+00:00,1,1.0,19.989999771118164,19.989999771118164,2.1159904497690904e-15,175.85564389716436,175.85564391351852,842.8556439293519,2021,10,667.0,51-60
201,2022-03-27 11:22:00+00:00,14,M,Ligugé,France,2023-09-18 11:22:00+00:00,2023-09-18 11:22:00+00:00,1,1.0,39.5,39.5,2.8585869101412104e-15,130.17231056383102,130.17231058018518,670.1723105960185,2022,3,540.0,0-18
203,2023-10-17 13:31:00+00:00,37,M,Stuttgart,Germany,2023-12-17 13:31:00+00:00,2023-12-17 13:31:00+00:00,1,1.0,45.0,45.0,9.283521578784336e-15,40.08272723049768,40.08272724685185,101.08272726268518,2023,10,61.0,31-40
231,2019-03-17 08:25:00+00:00,55,M,Orpington,United Kingdom,2023-11-14 08:25:00+00:00,2023-12-21 08:25:00+00:00,2,1.5,905.880012512207,452.9400062561035,1.0153699692309391e-14,73.29522723049769,36.29522724685185,1776.295227262685,2019,3,1703.0,51-60
239,2021-08-28 07:03:00+00:00,23,F,Saint-Pierre-lès-Nemours,France,2023-08-08 07:03:00+00:00,2023-08-08 07:03:00+00:00,1,1.0,38.0,38.0,2.1716028421951044e-15,171.35217167494213,171.3521716912963,881.3521717071297,2021,8,710.0,19-30
245,2019-07-11 02:37:00+00:00,65,M,Perwez,Belgium,2023-10-30 02:37:00+00:00,2023-10-30 02:37:00+00:00,1,1.0,44.5,44.5,4.2028678293384936e-15,88.53689389716435,88.53689391351851,1660.5368939293517,2019,7,1572.0,61-70
269,2023-11-17 12:35:00+00:00,20,F,Bogatynia,Poland,2023-12-04 12:35:00+00:00,2023-12-04 12:35:00+00:00,1,2.0,209.9299964904785,209.9299964904785,7.0048483143815975e-15,53.12161611938657,53.12161613574074,70.12161615157407,2023,11,17.0,19-30
276,2023-02-09 16:41:00+00:00,15,F,Newry,United Kingdom,2023-09-28 16:41:00+00:00,2023-10-13 16:41:00+00:00,2,1.0,234.0,117.0,6.204359061326383e-15,119.95078278605324,104.95078280240742,350.9507828182408,2023,2,231.0,0-18
352,2023-01-12 03:22:00+00:00,33,M,Marseille,France,2023-08-07 03:22:00+00:00,2023-08-07 03:22:00+00:00,1,1.0,178.0,178.0,2.1570822531877032e-15,172.50564389716436,172.50564391351853,379.5056439293519,2023,1,207.0,31-40
360,2023-08-13 11:11:00+00:00,69,M,Burton Latimer,United Kingdom,2023-08-23 11:11:00+00:00,2023-12-25 11:11:00+00:00,2,2.0,378.9600028991699,189.48000144958496,4.765129766453929e-15,156.1799494527199,32.179949469074074,166.1799494849074,2023,8,10.0,61-70
374,2022-02-17 18:35:00+00:00,12,M,Madrid,Spain,2023-11-13 18:35:00+00:00,2023-11-13 18:35:00+00:00,1,1.0,27.890000343322757,27.890000343322757,5.037237340073654e-15,73.87161611938657,73.87161613574074,707.871616151574,2022,2,634.0,0-18
386,2021-07-29 10:57:00+00:00,36,F,Badalona,Spain,2023-11-13 10:57:00+00:00,2023-11-13 10:57:00+00:00,1,2.0,308.40999984741205,308.40999984741205,5.015642402598351e-15,74.18967167494213,74.1896716912963,911.1896717071297,2021,7,837.0,31-40
402,2022-05-09 14:36:00+00:00,51,F,Huelva,Spain,2023-10-10 14:36:00+00:00,2023-10-10 14:36:00+00:00,1,1.0,23.0,23.0,3.4442536969337076e-15,108.0375883416088,108.03758835796297,627.0375883737963,2022,5,519.0,51-60
410,2019-09-06 07:44:00+00:00,45,F,London,United Kingdom,2023-08-21 07:44:00+00:00,2023-08-21 07:44:00+00:00,1,1.0,74.93000030517578,74.93000030517578,2.350304245768532e-15,158.3236994527199,158.32369946907409,1603.3236994849074,2019,9,1445.0,41-50
435,2022-08-13 01:47:00+00:00,48,M,Frankfurt am Main,Germany,2023-10-20 01:47:00+00:00,2023-10-20 01:47:00+00:00,1,1.0,50.0,50.0,3.77501026877679e-15,98.57161611938658,98.57161613574075,531.5716161515741,2022,8,433.0,41-50
440,2019-06-27 14:45:00+00:00,41,F,Espinardo,Spain,2023-09-21 14:45:00+00:00,2023-09-21 14:45:00+00:00,1,2.0,131.57000160217285,131.57000160217285,2.9292682254632545e-15,127.03133834160879,127.03133835796297,1674.0313383737962,2019,6,1547.0,41-50
448,2023-06-24 11:58:00+00:00,56,F,Markkleeberg,Germany,2023-07-29 11:58:00+00:00,2023-12-19 11:58:00+00:00,4,1.25,1346.9599990844727,336.73999977111816,8.216712947376036e-15,181.147310563831,38.147310580185184,216.14731059601854,2023,6,35.0,51-60
453,2023-04-28 04:13:00+00:00,55,F,Bruges,Belgium,2023-08-16 04:13:00+00:00,2023-08-16 04:13:00+00:00,1,1.0,85.0,85.0,2.2763096946284246e-15,163.47022723049767,163.47022724685186,273.4702272626852,2023,4,110.0,51-60
492,2022-10-23 08:17:00+00:00,29,F,London,United Kingdom,2023-07-14 08:17:00+00:00,2023-07-14 08:17:00+00:00,1,2.0,44.429999351501465,44.429999351501465,1.89560559941904e-15,196.30078278605325,196.3007828024074,460.3007828182407,2022,10,264.0,19-30
505,2022-06-08 12:17:00+00:00,48,M,Heidenheim an der Brenz,Germany,2023-10-09 12:17:00+00:00,2023-10-09 12:17:00+00:00,1,1.0,29.989999771118164,29.989999771118164,3.4096474712414085e-15,109.13411611938658,109.13411613574075,597.1341161515741,2022,6,488.0,41-50
512,2022-10-12 02:55:00+00:00,64,F,La Roche-sur-Foron,France,2023-07-25 02:55:00+00:00,2023-07-25 02:55:00+00:00,1,1.0,11.489999771118164,11.489999771118164,2.005713939851196e-15,185.52439389716434,185.52439391351854,471.52439392935185,2022,10,286.0,61-70
525,2022-05-28 17:54:00+00:00,32,F,Dartford,United Kingdom,2023-09-12 17:54:00+00:00,2023-09-12 17:54:00+00:00,1,1.0,19.0,19.0,2.738106115888701e-15,135.9000883416088,135.90008835796297,607.9000883737963,2022,5,472.0,31-40
528,2023-02-22 16:55:00+00:00,60,F,Antwerp,Belgium,2023-07-15 16:55:00+00:00,2023-09-01 16:55:00+00:00,2,1.0,324.5799980163574,162.2899990081787,3.817655058853334e-15,194.94106056383103,146.9410605801852,337.94106059601853,2023,2,143.0,61-70
558,2021-10-23 11:04:00+00:00,61,F,Heiteren,France,2023-08-01 11:04:00+00:00,2023-08-01 11:04:00+00:00,1,1.0,35.94000053405762,35.94000053405762,2.0883309966002394e-15,178.184810563831,178.1848105801852,825.1848105960186,2021,10,647.0,61-70
562,2019-10-21 17:42:00+00:00,29,M,Agadir,Spain,2023-07-11 17:42:00+00:00,2023-07-11 17:42:00+00:00,1,4.0,127.89000129699708,127.89000129699708,1.8707546914586865e-15,198.90842167494216,198.9084216912963,1557.9084217071295,2019,10,1359.0,19-30
568,2023-09-01 03:55:00+00:00,44,F,Bad Vilbel,Germany,2023-10-29 03:55:00+00:00,2023-11-23 03:55:00+00:00,2,1.0,290.0,145.0,8.316886947588586e-15,89.48272723049769,64.48272724685185,147.4827272626852,2023,9,58.0,41-50
592,2023-07-10 04:01:00+00:00,46,F,Kingston upon Hull,United Kingdom,2023-10-07 04:01:00+00:00,2023-10-07 04:01:00+00:00,1,1.0,99.9900016784668,99.9900016784668,3.3379410459646477e-15,111.47856056383101,111.47856058018519,200.47856059601853,2023,7,89.0,41-50
622,2023-02-05 11:52:00+00:00,45,F,Jerez de la Frontera,Spain,2023-07-02 11:52:00+00:00,2023-07-02 11:52:00+00:00,1,4.0,290.98999977111816,290.98999977111816,1.7876830276115246e-15,208.1514772304977,208.15147724685187,355.1514772626852,2023,2,147.0,41-50
636,2022-10-20 17:33:00+00:00,62,M,Plymouth,United Kingdom,2023-10-08 17:33:00+00:00,2023-10-08 17:33:00+00:00,1,1.0,32.9900016784668,32.9900016784668,3.3854339678379432e-15,109.91467167494213,109.9146716912963,462.9146717071296,2022,10,353.0,61-70
669,2023-05-13 05:45:00+00:00,20,F,Bernau bei Berlin,Germany,2023-12-23 05:45:00+00:00,2023-12-23 05:45:00+00:00,1,1.0,49.0,49.0,1.081512538532124e-14,34.406338341608794,34.406338357962966,258.4063383737963,2023,5,224.0,19-30
675,2022-02-24 11:23:00+00:00,59,M,Parla,Spain,2023-12-20 11:23:00+00:00,2023-12-20 11:23:00+00:00,1,1.0,26.0,26.0,1.0010564566296908e-14,37.17161611938657,37.17161613574074,701.1716161515741,2022,2,664.0,51-60
691,2022-07-22 06:58:00+00:00,46,F,Strasbourg,France,2023-09-15 06:58:00+00:00,2023-09-15 06:58:00+00:00,1,2.0,208.64999771118164,208.64999771118164,2.790349565752625e-15,133.35564389716436,133.35564391351852,553.3556439293518,2022,7,420.0,41-50
695,2020-01-30 09:34:00+00:00,49,M,Saint-Laurent-du-Var,France,2023-08-25 09:34:00+00:00,2023-08-25 09:34:00+00:00,1,3.0,159.89999771118164,159.89999771118164,2.4124171868583563e-15,154.247310563831,154.2473105801852,1457.2473105960187,2020,1,1303.0,41-50
715,2022-11-06 03:46:00+00:00,36,F,Gruchet-le-Valasse,France,2023-09-27 03:46:00+00:00,2023-10-04 03:46:00+00:00,2,1.5,358.5199966430664,179.2599983215332,6.125804521986745e-15,121.48897723049768,114.48897724685186,446.4889772626852,2022,11,325.0,31-40
720,2023-02-13 00:37:00+00:00,70,M,Münster,Germany,2023-11-29 00:37:00+00:00,2023-11-29 00:37:00+00:00,1,1.0,192.94000244140625,192.94000244140625,6.347789503674522e-15,58.62022723049768,58.62022724685185,347.6202272626852,2023,2,289.0,71+
826,2021-02-21 02:02:00+00:00,44,F,Madrid,Spain,2023-07-29 02:02:00+00:00,2023-08-11 02:02:00+00:00,2,1.0,252.6200008392334,126.3100004196167,4.098991019497452e-15,181.5611994527199,168.56119946907407,1069.5611994849075,2021,2,888.0,41-50
827,2020-10-04 12:07:00+00:00,36,F,Güstrow,Germany,2023-09-23 12:07:00+00:00,2023-09-23 12:07:00+00:00,1,1.0,231.59000682830808,231.59000682830808,2.973515338343405e-15,125.14106056383102,125.1410605801852,1209.1410605960186,2020,10,1084.0,31-40
859,2021-03-17 12:02:00+00:00,23,M,Bains-sur-Oust,France,2023-07-06 12:02:00+00:00,2023-07-06 12:02:00+00:00,1,2.0,111.0,111.0,1.8227716311558997e-15,204.14453278605325,204.1445328024074,1045.1445328182408,2021,3,841.0,19-30
870,2022-01-17 10:50:00+00:00,70,M,Lichtenfels,Germany,2023-12-08 10:50:00+00:00,2023-12-08 10:50:00+00:00,1,1.0,32.0,32.0,7.564028807054982e-15,49.19453278605324,49.1945328024074,739.1945328182408,2022,1,690.0,71+
881,2023-08-27 05:52:00+00:00,69,F,Wythenshawe,United Kingdom,2023-10-03 05:52:00+00:00,2023-10-03 05:52:00+00:00,1,1.0,55.0,55.0,3.224472268282642e-15,115.40147723049769,115.40147724685185,152.40147726268518,2023,8,37.0,61-70
896,2022-03-12 08:15:00+00:00,65,F,Sant Pere de Ribes,Spain,2023-08-12 08:15:00+00:00,2023-08-12 08:15:00+00:00,1,1.0,27.89999961853028,27.89999961853028,2.2241723421841768e-15,167.30217167494212,167.3021716912963,685.3021717071296,2022,3,518.0,61-70
